season,PK1,PK2,PK3,full_order,pk1_gt_pk3,ratio
2023-24,1.5473684210526315,0.27039473684210524,0.8628482972136222,False,True,1.7933261571582346
2024-25,7.918292682926829,2.40609756097561,2.0117378048780488,True,True,3.9360460710767597
2025-26,17.005,1.92375,2.23265625,False,True,7.6164882077122265
